#Organism Name	Organism Groups	Strain	BioSample	BioProject	Size(Mb)	GC%	Replicons	CDS	Neighbors	Release Date	Assembly	Genes	Modify Date	tRNA
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	HUSEC2011	SAMEA3865278	PRJEA76335	0.088546	49.7278	II:NC_022742.1/HE610900.2	107	0	2013-11-03T00:00:00Z	GCA_000967155.1	116	2017-09-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	HUSEC2011	SAMEA3865278	PRJEA76335	0.075569	47.1622	III:NC_022743.1/HE610901.2	73	0	2013-11-03T00:00:00Z	GCA_000967155.1	106	2017-09-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	uk_P46212	SAMN04159541	PRJNA297860	0.143748	52.7541	unnamed:NZ_CP013657.1/CP013657.1	160	0	2016-01-27T00:00:00Z	GCA_001469815.1	184	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ST648	SAMN02800875	PRJNA248607	0.120653	51.692	pEC648_1:NZ_CP008715.1/CP008715.1	122	0	2016-01-27T00:00:00Z	GCA_001485455.1	164	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ST648	SAMN02800875	PRJNA248607	0.005167	47.455	pEC648_2:NZ_CP008716.1/CP008716.1	5	0	2016-01-27T00:00:00Z	GCA_001485455.1	5	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ST648	SAMN02800875	PRJNA248607	0.004237	40.76	pEC648_3:NZ_CP008717.1/CP008717.1	6	0	2016-01-27T00:00:00Z	GCA_001485455.1	6	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ST648	SAMN02800875	PRJNA248607	0.004073	51.6082	pEC648_4:NZ_CP008718.1/CP008718.1	3	0	2016-01-27T00:00:00Z	GCA_001485455.1	4	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ST648	SAMN02800875	PRJNA248607	0.002101	47.168	pEC648_5:NZ_CP008719.1/CP008719.1	3	0	2016-01-27T00:00:00Z	GCA_001485455.1	3	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ST648	SAMN02800875	PRJNA248607	0.001544	51.4896	pEC648_6:NZ_CP008720.1/CP008720.1	0	0	2016-01-27T00:00:00Z	GCA_001485455.1	2	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ST648	SAMN02800875	PRJNA248607	0.001459	50.9253	pEC648_7:NZ_CP008721.1/CP008721.1	1	0	2016-01-27T00:00:00Z	GCA_001485455.1	2	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	CD306	SAMN04381845	PRJNA307507	0.145221	52.8746	pCD306:NZ_CP013832.1/CP013832.1	162	0	2016-01-16T00:00:00Z	GCA_001513615.1	192	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	JJ2434	SAMN04381854	PRJNA307507	0.126302	52.5645	pJJ2434_1:NZ_CP013833.1/CP013833.1	134	0	2016-01-16T00:00:00Z	GCA_001513635.1	167	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	JJ2434	SAMN04381854	PRJNA307507	0.062183	50.7341	pJJ2434_2:NZ_CP013834.1/CP013834.1	68	0	2016-01-16T00:00:00Z	GCA_001513635.1	101	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	JJ1897	SAMN04381850	PRJNA307507	0.140502	53.2825	pJJ1897_1:CP013836.1	133	0	2016-01-12T00:00:00Z	GCA_001513655.1	166	2016-01-12T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	SYAU2	SAMN04296774	PRJNA304203	0.001551	51.8375	pSYAB1:NZ_CM003779.1/CM003779.1	1	0	2016-02-19T00:00:00Z	GCA_001562635.1	2	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	SYAU4	SAMN04296776	PRJNA304203	0.001551	51.8375	pSYAB1:NZ_CM003778.1/CM003778.1	1	0	2016-02-19T00:00:00Z	GCA_001562645.1	2	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	SYAU3	SAMN04296775	PRJNA304203	0.001551	51.8375	pSYAB1:NZ_CM003777.1/CM003777.1	2	0	2016-02-19T00:00:00Z	GCA_001562655.1	3	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	SYAB1	SAMN04296768	PRJNA304203	0.001551	51.8375	pSYAB1:NZ_CM003776.1/CM003776.1	2	0	2016-02-19T00:00:00Z	GCA_001562705.1	3	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	SYAB2	SAMN04296770	PRJNA304203	0.001551	51.8375	pSYAB1:NZ_CM003775.1/CM003775.1	2	0	2016-02-19T00:00:00Z	GCA_001562755.1	3	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	SYAB4	SAMN04296772	PRJNA304203	0.001551	51.8375	pSYAB1:NZ_CM003774.1/CM003774.1	1	0	2016-02-19T00:00:00Z	GCA_001562815.1	2	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	MRE600	SAMN04395032	PRJNA308372	0.007057	48.7884	pColE1-MRE600:CP014198.2	6	14	2016-01-29T00:00:00Z	GCA_001542675.2	7	2016-02-18T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	MRE600	SAMN04395032	PRJNA308372	0.089107	48.4754	pMRE600-1:CP014199.1	82	0	2016-01-29T00:00:00Z	GCA_001542675.2	115	2016-02-18T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	MRE600	SAMN04395032	PRJNA308372	0.056887	46.8437	pMRE600-2:CP014200.1	64	0	2016-01-29T00:00:00Z	GCA_001542675.2	91	2016-02-18T00:00:00Z	1
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	SaT040	SAMN04381849	PRJNA307507	0.114223	51.0204	pSaT040:NZ_CP014496.1/CP014496.1	136	0	2016-02-25T00:00:00Z	GCA_001566615.1	160	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	G749	SAMN04381851	PRJNA307507	0.149732	51.0839	pG749_1:NZ_CP014489.1/CP014489.1	158	0	2016-02-25T00:00:00Z	GCA_001566635.1	196	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	G749	SAMN04381851	PRJNA307507	0.10991	45.6901	pG749_2:NZ_CP014490.1/CP014490.1	121	0	2016-02-25T00:00:00Z	GCA_001566635.1	128	2018-07-20T00:00:00Z	3
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	G749	SAMN04381851	PRJNA307507	0.062572	48.1158	pG749_3:NZ_CP014491.1/CP014491.1	74	0	2016-02-25T00:00:00Z	GCA_001566635.1	82	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	MVAST0167	SAMN04381852	PRJNA307507	0.128305	51.2731	pMVAST0167_1:CP014493.1	124	90	2016-02-23T00:00:00Z	GCA_001566655.1	157	2016-02-23T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	MVAST0167	SAMN04381852	PRJNA307507	0.078992	50.1557	pMVAST0167_2:CP014494.1	73	32	2016-02-23T00:00:00Z	GCA_001566655.1	87	2016-02-23T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ZH193	SAMN04381846	PRJNA307507	0.209768	53.4562	pZH193:NZ_CP014498.1/CP014498.1	222	0	2016-02-25T00:00:00Z	GCA_001566675.1	303	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ZH063	SAMN04381853	PRJNA307507	0.114223	51.0195	pZH063_1:NZ_CP014523.1/CP014523.1	139	0	2016-03-01T00:00:00Z	GCA_001577325.1	160	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ZH063	SAMN04381853	PRJNA307507	0.049467	51.9215	pZH063_2:NZ_CP014524.1/CP014524.1	57	0	2016-03-01T00:00:00Z	GCA_001577325.1	71	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	28RC1	SAMN04202540	PRJNA299666	0.081401	48.1468	p28RC1:NZ_CP015021.1/CP015021.1	86	0	2016-04-08T00:00:00Z	GCA_001612475.1	105	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	SRCC 1675	SAMN04202539	PRJNA299765	0.09517	47.764	pSRCC 1675:NZ_CP015022.1/CP015022.1	98	0	2016-04-08T00:00:00Z	GCA_001612495.1	114	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_732	SAMN04621897	PRJNA316786	0.186826	52.1271	pEC732_IMP14:NZ_CP015139.1/CP015139.1	222	0	2016-04-10T00:00:00Z	GCA_001617565.1	232	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_732	SAMN04621897	PRJNA316786	0.129154	52.5419	pEC732_2:NZ_CP015140.1/CP015140.1	136	0	2016-04-10T00:00:00Z	GCA_001617565.1	186	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_732	SAMN04621897	PRJNA316786	0.082588	53.285	pEC732_3:NZ_CP015141.1/CP015141.1	106	0	2016-04-10T00:00:00Z	GCA_001617565.1	118	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_732	SAMN04621897	PRJNA316786	0.004072	49.8035	pEC732_4:NZ_CP015142.1/CP015142.1	4	0	2016-04-10T00:00:00Z	GCA_001617565.1	4	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_732	SAMN04621897	PRJNA316786	0.001549	51.0006	pEC732_5:NZ_CP015143.1/CP015143.1	3	0	2016-04-10T00:00:00Z	GCA_001617565.1	3	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_732	SAMN04621897	PRJNA316786	0.004204	46.1465	pEC732_6:NZ_CP015144.1/CP015144.1	4	0	2016-04-10T00:00:00Z	GCA_001617565.1	5	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_743	SAMN04590096	PRJNA316786	0.111851	50.8668	pEC743_1:NZ_CP015070.1/CP015070.1	112	0	2016-04-12T00:00:00Z	GCA_001618325.1	144	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_743	SAMN04590096	PRJNA316786	0.069471	50.9306	pEC745_OXA48:NZ_CP015071.1/CP015071.1	83	0	2016-04-12T00:00:00Z	GCA_001618325.1	85	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_743	SAMN04590096	PRJNA316786	0.065196	51.3375	pEC745_3:NZ_CP015072.1/CP015072.1	82	0	2016-04-12T00:00:00Z	GCA_001618325.1	94	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_743	SAMN04590096	PRJNA316786	0.037	61.7	pEC745_4:NZ_CP015073.1/CP015073.1	43	0	2016-04-12T00:00:00Z	GCA_001618325.1	43	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_448	SAMN04590097	PRJNA316786	0.133735	52.7311	pEC448_1:NZ_CP015077.1/CP015077.1	150	0	2016-04-12T00:00:00Z	GCA_001618365.1	194	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_448	SAMN04590097	PRJNA316786	0.07117	50.1925	pEC448_OXA163:NZ_CP015078.1/CP015078.1	76	0	2016-04-12T00:00:00Z	GCA_001618365.1	86	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	G150	SAMN04381847	PRJNA307507	0.137382	51.5664	pG150_1:CM004293.1	123	13	2016-05-10T00:00:00Z	GCA_001641805.1	170	2016-05-10T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	2011C-3911	SAMN04851092	PRJNA218110	0.125977	50.3187	unnamed1:NZ_CP015239.1/CP015239.1	134	0	2016-05-17T00:00:00Z	GCA_001644725.1	151	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	2013C-4465	SAMN04851091	PRJNA218110	0.066029	48.9406	unnamed1:NZ_CP015242.1/CP015242.1	73	0	2016-05-17T00:00:00Z	GCA_001644745.1	97	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	2011C-3198	SAMN04851093	PRJNA218110	0.131906	49.345	unnamed1:NZ_CM004378.1/CM004378.1	137	0	2016-06-04T00:00:00Z	GCA_001645225.1	168	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	2011C-4315	SAMN04851094	PRJNA218110	0.086415	49.0875	unnamed1:NZ_CM004379.1/	73	0	2016-05-29T00:00:00Z	GCF_001645235.1	101	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	2011C-4315	SAMN04851094	PRJNA218110	0.113463	49.2301	unnamed2:NZ_CM004380.1/	133	0	2016-05-29T00:00:00Z	GCF_001645235.1	148	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	2014C-3250	SAMN04851095	PRJNA218110	0.090729	49.0648	unnamed1:NZ_CM004381.1/CM004381.1	78	0	2016-05-29T00:00:00Z	GCA_001645245.1	105	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	E-78	SAMN04622947	PRJNA316969	0.004083	49.4	pE78.1:NZ_CM004373.1/CM004373.1	3	0	2016-05-29T00:00:00Z	GCA_001652805.1	4	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	E-78	SAMN04622947	PRJNA316969	0.002113	47.1368	pE78.2:NZ_CM004374.1/CM004374.1	3	0	2016-05-29T00:00:00Z	GCA_001652805.1	3	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	S51	SAMN05190012	PRJNA323827	0.093029	50.5316	pS51_1:NZ_CP015996.1/CP015996.1	108	0	2016-06-10T00:00:00Z	GCA_001660565.1	127	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	S51	SAMN05190012	PRJNA323827	0.098216	47.2428	pS51_2:NZ_CP015997.1/CP015997.1	113	0	2016-06-10T00:00:00Z	GCA_001660565.1	116	2017-02-25T00:00:00Z	3
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	NGF1	SAMN05194365	PRJNA324008	0.040158	41.1873	pNGF1_pCROD2_like:NZ_CP016008.1/CP016008.1	62	0	2016-06-10T00:00:00Z	GCA_001660585.1	66	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	NGF1	SAMN05194365	PRJNA324008	0.008556	47.4638	pNGF1_pCol_let_like:NZ_CP016009.1/CP016009.1	12	0	2016-06-10T00:00:00Z	GCA_001660585.1	16	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Eco889	SAMN03455974	PRJNA279654	0.21218	51.4879	pECO-fce:NZ_CP015160.1/CP015160.1	259	0	2016-06-21T00:00:00Z	GCA_001663475.1	302	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Eco889	SAMN03455974	PRJNA279654	0.088023	49.8495	pECO-93a:NZ_CP015161.1/CP015161.1	113	0	2016-06-21T00:00:00Z	GCA_001663475.1	125	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Co6114	SAMN04963292	PRJNA321990	0.129085	51.7117	pC06114_1:NZ_CP016035.1/CP016035.1	138	0	2016-06-22T00:00:00Z	GCA_001672015.1	168	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Co6114	SAMN04963292	PRJNA321990	0.092009	49.1061	pC06114_2:NZ_CP016036.1/CP016036.1	116	0	2016-06-22T00:00:00Z	GCA_001672015.1	123	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Co6114	SAMN04963292	PRJNA321990	0.033059	41.4199	pC06114_3:NZ_CP016037.1/CP016037.1	48	0	2016-06-22T00:00:00Z	GCA_001672015.1	52	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Co6114	SAMN04963292	PRJNA321990	0.006141	52.1902	pC06114_4:NZ_CP016038.1/CP016038.1	7	0	2016-06-22T00:00:00Z	GCA_001672015.1	7	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Co6114	SAMN04963292	PRJNA321990	0.005775	49.5065	pC06114_5:NZ_CP016039.1/CP016039.1	9	0	2016-06-22T00:00:00Z	GCA_001672015.1	9	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Co6114	SAMN04963292	PRJNA321990	0.004634	50.4316	pC06114_6:NZ_CP016040.1/CP016040.1	6	0	2016-06-22T00:00:00Z	GCA_001672015.1	8	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Co6114	SAMN04963292	PRJNA321990	0.004071	51.4616	pC06114_7:NZ_CP016041.1/CP016041.1	3	0	2016-06-22T00:00:00Z	GCA_001672015.1	4	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Co6114	SAMN04963292	PRJNA321990	0.003205	46.9579	pC06114_8:NZ_CP016042.1/CP016042.1	6	0	2016-06-22T00:00:00Z	GCA_001672015.1	7	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ECONIH2	SAMN03455931	PRJNA279612	0.101201	51.4451	pECO-bc6:NZ_CP014668.1/CP014668.1	126	0	2016-06-23T00:00:00Z	GCA_001675145.1	142	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	ECONIH2	SAMN03455931	PRJNA279612	0.113852	53.6934	pKpQIL-571:NZ_CP014669.1/CP014669.1	131	0	2016-06-23T00:00:00Z	GCA_001675145.1	139	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	06-00048	SAMN02808332	PRJNA241122	0.213847	45.8155	pCFSAN004178P_02:NZ_CP012498.1/CP012498.1	181	0	2016-07-03T00:00:00Z	GCA_001677475.1	256	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	09-00049	SAMN02808333	PRJNA241122	0.225292	46.2893	pCFSAN004180G:NZ_CP012500.1/CP012500.1	206	0	2016-07-03T00:00:00Z	GCA_001677495.1	280	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	08-00022	SAMN02688213	PRJNA241122	0.242187	47.0289	pCFSAN004179G:NZ_CP012501.1/CP012501.1	227	0	2016-07-03T00:00:00Z	GCA_001677515.1	300	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	GB089	SAMN02688215	PRJNA241122	0.223952	46.2608	pCFSAN004181P:NZ_CP012499.1/CP012499.1	210	0	2016-07-06T00:00:00Z	GCA_001678965.1	277	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	210205630	SAMN05177221	PRJNA323357	0.065888	43.1065	pSLy1:NZ_CP015913.1/CP015913.1	85	0	2016-07-07T00:00:00Z	GCA_001679985.1	91	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	210205630	SAMN05177221	PRJNA323357	0.129035	51.0536	pSLy2:NZ_CP015914.1/CP015914.1	128	0	2016-07-07T00:00:00Z	GCA_001679985.1	158	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	210205630	SAMN05177221	PRJNA323357	0.114472	46.4245	pSLy3:NZ_CP015915.1/CP015915.1	120	0	2016-07-07T00:00:00Z	GCA_001679985.1	131	2018-07-20T00:00:00Z	3
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	210205630	SAMN05177221	PRJNA323357	0.100096	49.9371	pSLy4:NZ_CP015916.1/CP015916.1	119	0	2016-07-07T00:00:00Z	GCA_001679985.1	133	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	210205630	SAMN05177221	PRJNA323357	0.008972	49.2198	pSLy5:NZ_CP015917.1/CP015917.1	15	0	2016-07-07T00:00:00Z	GCA_001679985.1	19	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	NGF4	SAMN05194387	PRJNA324008	0.008683	47.3915	pNGF3_pCol_let_like:NZ_CM004490.1/CM004490.1	12	0	2016-07-13T00:00:00Z	GCA_001683575.1	16	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	NGF3	SAMN05194386	PRJNA324008	0.040285	41.1741	pNGF3_pCROD2_like:NZ_CM004488.1/CM004488.1	61	0	2016-07-13T00:00:00Z	GCA_001683585.1	66	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	NGF3	SAMN05194386	PRJNA324008	0.008683	47.5181	pNGF3_pCol_let_like:NZ_CM004489.1/CM004489.1	12	0	2016-07-13T00:00:00Z	GCA_001683585.1	16	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	NGF2	SAMN05194385	PRJNA324008	0.04034	41.1924	pNGF2_pCROD2_like:NZ_CM004486.1/CM004486.1	62	0	2016-07-13T00:00:00Z	GCA_001683595.1	66	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	NGF2	SAMN05194385	PRJNA324008	0.008683	47.2763	pNGF2_pCol_let_like:NZ_CM004487.1/CM004487.1	13	0	2016-07-13T00:00:00Z	GCA_001683595.1	18	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ecol_745	SAMN04590095	PRJNA316786	0.063544	51.207	pEC745_OXA48:NZ_CP015075.2/CP015075.2	77	0	2016-04-12T00:00:00Z	GCA_001618345.2	82	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	UPEC 26-1	SAMN05392487	PRJNA329167	0.151033	51.555	unnamed1:NZ_CP016498.1/CP016498.1	169	0	2016-07-27T00:00:00Z	GCA_001693315.1	203	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	O177:H21	SAMN05407982	PRJNA329265	0.086371	43.0909	unnamed1:NZ_CP016547.1/CP016547.1	81	0	2016-07-27T00:00:00Z	GCA_001693635.1	107	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	O177:H21	SAMN05407982	PRJNA329265	0.090835	52.559	unnamed2:NZ_CP016548.1/CP016548.1	109	0	2016-07-27T00:00:00Z	GCA_001693635.1	136	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	O177:H21	SAMN05407982	PRJNA329265	0.126046	47.9269	unnamed3:NZ_CP016549.1/CP016549.1	117	0	2016-07-27T00:00:00Z	GCA_001693635.1	144	2017-02-25T00:00:00Z	3
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	O177:H21	SAMN05407982	PRJNA329265	0.049695	42.5033	unnamed4:NZ_CP016550.1/CP016550.1	54	0	2016-07-27T00:00:00Z	GCA_001693635.1	70	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	O177:H21	SAMN05407982	PRJNA329265	0.007395	44.0838	unnamed5:NZ_CP016551.1/CP016551.1	1	0	2016-07-27T00:00:00Z	GCA_001693635.1	10	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	EDL933-1	SAMN04966308	PRJNA321453	0.115432	47.7129	pO157:NZ_CP015856.1/CP015856.1	108	0	2016-08-17T00:00:00Z	GCA_001705405.1	146	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN004177	SAMN02688214	PRJNA241122	0.096228	47.9486	pCFSAN004177G_03:CP012494.1	109	2	2016-09-07T00:00:00Z	GCA_001721205.1	115	2016-09-07T00:00:00Z	4
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN004177	SAMN02688214	PRJNA241122	0.052297	46.6069	pCFSAN004177P_02:CP012495.1	45	1	2016-09-07T00:00:00Z	GCA_001721205.1	58	2016-09-07T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN004177	SAMN02688214	PRJNA241122	0.034714	49.3058	pCFSAN004177P_01:CP012496.1	39	1	2016-09-07T00:00:00Z	GCA_001721205.1	46	2016-09-07T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN004176	SAMN02688212	PRJNA241122	0.095721	47.9613	pCFSAN004176P_03:NZ_CP012491.1/CP012491.1	122	0	2016-09-08T00:00:00Z	GCA_001721225.1	128	2017-02-25T00:00:00Z	4
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN004176	SAMN02688212	PRJNA241122	0.034714	49.3058	pCFSAN004176P_01:NZ_CP012492.1/CP012492.1	36	0	2016-09-08T00:00:00Z	GCA_001721225.1	49	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN004176	SAMN02688212	PRJNA241122	0.052297	46.6069	pCFSAN004176G_02:NZ_CP012493.1/CP012493.1	44	0	2016-09-08T00:00:00Z	GCA_001721225.1	67	2017-02-25T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	Ec47VL	SAMN05172540	PRJNA322697	0.003873	44.3067	pEC47a:NZ_CM004622.1/CM004622.1	3	0	2016-09-08T00:00:00Z	GCA_001708145.1	6	2018-07-20T00:00:00Z	0
Escherichia coli	Bacteria;Proteobacteria;Gammaproteobacteria	MS6198	SAMN04939501	PRJNA301656	0.137565	51.9543	pMS6198A:NZ_CP015835.1/CP015835.1	166	0	2016-09-09T00:00:00Z	GCA_001721525.1	172	2017-02-25T00:00:00Z	0
